timestamp,amphora-00106840-3bfa-43d0-acdb-5fa78683d8ca,amphora-002a6401-7521-485b-a4fb-ede70de13870,amphora-0067676d-0ad2-4358-aa8b-cc9fbf926250,amphora-007a71c6-7f2c-42d7-ab40-3379953f1235,amphora-00853e9d-5b93-4ca2-86c1-ef4a1d9fe87e
2023-08-11 15:00:00+00:00,4.0,2.0,2.0,3.0,2.0
2023-08-11 16:00:00+00:00,4.0,2.0,2.1666666666666665,3.0,2.0
2023-08-11 17:00:00+00:00,4.0,2.055555555555556,2.972222222222222,3.0,2.0
2023-08-11 18:00:00+00:00,4.0,2.0,3.0,3.0,2.0
2023-08-11 19:00:00+00:00,4.0,2.0,2.25,3.0,2.0
2023-08-11 20:00:00+00:00,4.0,2.0833333333333335,2.0,3.0,2.0
2023-08-11 21:00:00+00:00,4.0,2.0,2.0,3.0,2.0
2023-08-11 22:00:00+00:00,4.0,2.111111111111111,2.0,2.8333333333333335,2.0
2023-08-11 23:00:00+00:00,4.0,2.0,2.9583333333333335,2.972222222222222,2.0
2023-08-12 00:00:00+00:00,4.0,2.0,2.513888888888889,3.0,2.0
2023-08-12 01:00:00+00:00,4.0,2.0277777777777777,2.6666666666666665,3.0,2.0
2023-08-12 02:00:00+00:00,4.0,2.0833333333333335,2.0,3.0,2.0
2023-08-12 03:00:00+00:00,4.0,2.0,2.0,3.0,2.0
2023-08-12 04:00:00+00:00,4.0,2.0,2.4583333333333335,3.0,2.0
2023-08-12 05:00:00+00:00,4.0,2.0,2.6666666666666665,3.0,2.0
2023-08-12 06:00:00+00:00,4.0,2.0,2.375,3.0,2.0
2023-08-12 07:00:00+00:00,4.0,2.0,2.0,3.0,2.0
2023-08-12 08:00:00+00:00,4.0,2.0,2.5833333333333335,3.0,2.0
2023-08-12 09:00:00+00:00,4.0,2.0,2.7083333333333335,3.0,2.0
2023-08-12 10:00:00+00:00,4.0,2.0,2.5,3.0,2.0
2023-08-12 11:00:00+00:00,4.0,2.0,3.0,3.4166666666666665,2.0
2023-08-12 12:00:00+00:00,4.0,2.0,3.0,3.0,2.0
2023-08-12 13:00:00+00:00,4.0,2.0,2.888888888888889,3.0,2.0
2023-08-12 14:00:00+00:00,4.0,2.0,3.0,3.0,2.0
2023-08-12 15:00:00+00:00,4.0,2.0,2.9305555555555554,3.0,2.0
2023-08-12 16:00:00+00:00,4.0,2.0,2.972222222222222,3.0,2.0
2023-08-12 17:00:00+00:00,4.0,2.0,3.0,3.0,2.0
