timestamp,amphora-00106840-3bfa-43d0-acdb-5fa78683d8ca,amphora-002a6401-7521-485b-a4fb-ede70de13870,amphora-0067676d-0ad2-4358-aa8b-cc9fbf926250,amphora-007a71c6-7f2c-42d7-ab40-3379953f1235,amphora-0160da0f-e220-439b-9480-418c5c296531
2023-08-01 10:55:00+00:00,4.0,2.0,2.533333333333333,3.0,1.0
2023-08-01 11:00:00+00:00,4.0,2.0,2.533333333333333,3.0,1.0
2023-08-01 11:05:00+00:00,4.0,2.0,2.533333333333333,3.0,1.0
2023-08-01 11:10:00+00:00,4.0,2.0,2.433333333333333,3.0,1.0
2023-08-01 11:15:00+00:00,4.0,2.0,2.333333333333333,3.0,1.0
2023-08-01 11:20:00+00:00,4.0,2.0,2.2333333333333334,3.0,1.0
2023-08-01 11:25:00+00:00,4.0,2.0,2.1333333333333333,3.0,1.0
2023-08-01 11:30:00+00:00,4.0,2.0,2.033333333333333,3.0,1.0
2023-08-01 11:35:00+00:00,4.0,2.0,2.0,3.0,1.0
2023-08-01 11:40:00+00:00,4.0,2.0,2.0,3.0,1.0
2023-08-01 11:45:00+00:00,4.0,2.0,2.0,3.0,1.0
2023-08-01 11:50:00+00:00,4.0,2.0,2.0,3.0,1.0
2023-08-01 11:55:00+00:00,4.0,2.0,2.0,3.0,1.0
2023-08-01 12:00:00+00:00,4.0,2.0,2.0,3.0,1.0
2023-08-01 12:05:00+00:00,4.0,2.0,2.0,3.0,1.0
2023-08-01 12:10:00+00:00,4.0,2.0,2.0,3.0,1.0
2023-08-01 12:15:00+00:00,4.0,2.0,2.0,3.0,1.0
2023-08-01 12:20:00+00:00,4.0,2.0,2.0,3.0,1.0
2023-08-01 12:25:00+00:00,4.0,2.0,2.0,3.0,1.0
2023-08-01 12:30:00+00:00,4.0,2.0,2.0,3.0,1.0
2023-08-01 12:35:00+00:00,4.0,2.0,2.0,3.0,1.0
2023-08-01 12:40:00+00:00,4.0,2.0,2.0,3.0,1.0
2023-08-01 12:45:00+00:00,4.0,2.0,2.0,3.0,1.0
2023-08-01 12:50:00+00:00,4.0,2.0,2.0,3.0,1.0
2023-08-01 12:55:00+00:00,4.0,2.0,2.0,3.0,1.0
2023-08-01 13:00:00+00:00,4.0,2.0,2.0,3.0,1.0
2023-08-01 13:05:00+00:00,4.0,2.0,2.0,3.0,1.0
2023-08-01 13:10:00+00:00,4.0,2.0,2.0,3.0,1.0
2023-08-01 13:15:00+00:00,4.0,2.0,2.0,3.0,1.0
2023-08-01 13:20:00+00:00,4.0,2.0,2.0,3.0,1.0
2023-08-01 13:25:00+00:00,4.0,2.0,2.0,3.0,1.0
2023-08-01 13:30:00+00:00,4.0,2.0,2.0,3.0,1.0
2023-08-01 13:35:00+00:00,4.0,2.0,2.0,3.0,1.0
2023-08-01 13:40:00+00:00,4.0,2.0,2.0,3.0,1.0
2023-08-01 13:45:00+00:00,4.0,2.0,2.0,3.0,1.0
2023-08-01 13:50:00+00:00,4.0,2.0,2.1,3.0,1.0
2023-08-01 13:55:00+00:00,4.0,2.0,2.2,3.0,1.0
2023-08-01 14:00:00+00:00,4.0,2.0,2.3,3.0,1.0
2023-08-01 14:05:00+00:00,4.0,2.0,2.4,3.0,1.0
2023-08-01 14:10:00+00:00,4.0,2.0,2.5,3.0,1.0
2023-08-01 14:15:00+00:00,4.0,2.0,2.6,3.0,1.0
2023-08-01 14:20:00+00:00,4.0,2.0,2.7,3.0,1.0
2023-08-01 14:25:00+00:00,4.0,2.0,2.7666666666666666,3.0,1.0
2023-08-01 14:30:00+00:00,4.0,2.0,2.7666666666666666,3.0,1.0
2023-08-01 14:35:00+00:00,4.0,2.0,2.7666666666666666,3.0,1.0
2023-08-01 14:40:00+00:00,4.0,2.0,2.666666666666667,3.0,1.0
2023-08-01 14:45:00+00:00,4.0,2.0,2.566666666666667,3.0,1.0
2023-08-01 14:50:00+00:00,4.0,2.0,2.466666666666667,3.0,1.0
2023-08-01 14:55:00+00:00,4.0,2.0,2.3666666666666667,3.0,1.0
2023-08-01 15:00:00+00:00,4.0,2.0,2.2666666666666666,3.0,1.0
2023-08-01 15:05:00+00:00,4.0,2.0,2.166666666666667,3.0,1.0
2023-08-01 15:10:00+00:00,4.0,2.0,2.066666666666667,3.0,1.0
2023-08-01 15:15:00+00:00,4.0,2.0,2.0,3.0,1.0
2023-08-01 15:20:00+00:00,4.0,2.0,2.0,3.0,1.0
2023-08-01 15:25:00+00:00,4.0,2.0,2.0,3.0,1.0
2023-08-01 15:30:00+00:00,4.0,2.0,2.0,3.0,1.0
2023-08-01 15:35:00+00:00,4.0,2.0,2.0,3.0,1.0
2023-08-01 15:40:00+00:00,4.0,2.0,2.0,3.0,1.0
2023-08-01 15:45:00+00:00,4.0,2.0,2.0,3.0,1.0
2023-08-01 15:50:00+00:00,4.0,2.0,2.0,3.0,1.0
2023-08-01 15:55:00+00:00,4.0,2.0,2.0,3.0,1.0
2023-08-01 16:00:00+00:00,4.0,2.0,2.0,3.0,1.0
2023-08-01 16:05:00+00:00,4.0,2.0,2.0,3.0,1.0
2023-08-01 16:10:00+00:00,4.0,2.0,2.0,3.0,1.0
2023-08-01 16:15:00+00:00,4.0,2.0,2.0,3.0,1.0
2023-08-01 16:20:00+00:00,4.0,2.0,2.0,3.0,1.0
2023-08-01 16:25:00+00:00,4.0,2.0,2.0,3.0,1.0
2023-08-01 16:30:00+00:00,4.0,2.0,2.0,3.0,1.0
2023-08-01 16:35:00+00:00,4.0,2.0,2.0,3.0,1.0
2023-08-01 16:40:00+00:00,4.0,2.0,2.0,3.0,1.0
2023-08-01 16:45:00+00:00,4.0,2.0,2.0,3.0,1.0
2023-08-01 16:50:00+00:00,4.0,2.0,2.0,3.0,1.0
2023-08-01 16:55:00+00:00,4.0,2.0,2.0,3.0,1.0
2023-08-01 17:00:00+00:00,4.0,2.0,2.0,3.0,1.0
2023-08-01 17:05:00+00:00,4.0,2.0,2.0,3.0,1.0
2023-08-01 17:10:00+00:00,4.0,2.0,2.0,3.0,1.0
2023-08-01 17:15:00+00:00,4.0,2.0,2.0,3.0,1.0
2023-08-01 17:20:00+00:00,4.0,2.0,2.0,2.95,1.0
2023-08-01 17:25:00+00:00,4.0,2.0,2.0,2.916666666666667,1.0
2023-08-01 17:30:00+00:00,4.0,2.0,2.0,2.916666666666667,1.0
2023-08-01 17:35:00+00:00,4.0,2.0,2.0,2.916666666666667,1.0
2023-08-01 17:40:00+00:00,4.0,2.0,2.0,2.8666666666666667,1.0
2023-08-01 17:45:00+00:00,4.0,2.0,2.0,2.833333333333333,1.0
2023-08-01 17:50:00+00:00,4.0,2.0,2.0,2.833333333333333,1.0
2023-08-01 17:55:00+00:00,4.0,2.0,2.0666666666666664,2.8,1.0
2023-08-01 18:00:00+00:00,4.0,2.0,2.1666666666666665,2.8,1.0
2023-08-01 18:05:00+00:00,4.0,2.0,2.2666666666666666,2.7666666666666666,1.0
2023-08-01 18:10:00+00:00,4.0,2.0,2.3166666666666664,2.8166666666666664,1.0
2023-08-01 18:15:00+00:00,4.0,2.0,2.3166666666666664,2.8166666666666664,1.0
2023-08-01 18:20:00+00:00,4.0,2.0,2.4166666666666665,2.7666666666666666,1.0
2023-08-01 18:25:00+00:00,4.0,2.0,2.5166666666666666,2.7666666666666666,1.0
2023-08-01 18:30:00+00:00,4.0,2.0,2.6166666666666663,2.8166666666666664,1.0
2023-08-01 18:35:00+00:00,4.0,2.0,2.6166666666666663,2.816666666666667,1.0
2023-08-01 18:40:00+00:00,4.0,2.0,2.6166666666666663,2.716666666666667,1.0
2023-08-01 18:45:00+00:00,4.0,2.0,2.55,2.7166666666666663,1.0
2023-08-01 18:50:00+00:00,4.0,2.0,2.45,2.7166666666666663,1.0
2023-08-01 18:55:00+00:00,4.0,2.0,2.3833333333333337,2.65,1.0
2023-08-01 19:00:00+00:00,4.0,2.0,2.4333333333333336,2.65,1.0
2023-08-01 19:05:00+00:00,4.0,2.0,2.5333333333333337,2.683333333333333,1.0
2023-08-01 19:10:00+00:00,4.0,2.0,2.5333333333333337,2.7333333333333334,1.0
2023-08-01 19:15:00+00:00,4.0,2.0,2.5333333333333337,2.6333333333333333,1.0
2023-08-01 19:20:00+00:00,4.0,2.0,2.5333333333333337,2.533333333333333,1.0
2023-08-01 19:25:00+00:00,4.0,2.0,2.6333333333333337,2.533333333333333,1.0
2023-08-01 19:30:00+00:00,4.0,2.05,2.6833333333333336,2.533333333333333,1.0
2023-08-01 19:35:00+00:00,4.0,2.05,2.6833333333333336,2.5,1.0
2023-08-01 19:40:00+00:00,4.0,2.05,2.7833333333333337,2.5,1.0
2023-08-01 19:45:00+00:00,4.0,2.05,2.85,2.5333333333333337,1.0
2023-08-01 19:50:00+00:00,4.0,2.05,2.85,2.4833333333333334,1.0
2023-08-01 19:55:00+00:00,4.0,2.05,2.85,2.416666666666667,1.0
2023-08-01 20:00:00+00:00,4.0,2.05,2.85,2.316666666666667,1.0
2023-08-01 20:05:00+00:00,4.0,2.2166666666666663,2.85,2.35,1.0
2023-08-01 20:10:00+00:00,4.0,2.2166666666666663,2.85,2.45,1.0
2023-08-01 20:15:00+00:00,4.0,2.2166666666666663,2.85,2.4166666666666665,1.0
2023-08-01 20:20:00+00:00,4.0,2.1666666666666665,2.9,2.4166666666666665,1.0
2023-08-01 20:25:00+00:00,4.0,2.1666666666666665,3.0,2.4166666666666665,1.0
2023-08-01 20:30:00+00:00,4.0,2.4166666666666665,3.0,2.4166666666666665,1.0
2023-08-01 20:35:00+00:00,4.0,2.4166666666666665,3.0,2.4166666666666665,1.0
2023-08-01 20:40:00+00:00,4.0,2.4166666666666665,3.0,2.4166666666666665,1.0
2023-08-01 20:45:00+00:00,4.0,2.4166666666666665,3.0,2.4166666666666665,1.0
2023-08-01 20:50:00+00:00,4.0,2.4166666666666665,3.0,2.4166666666666665,1.0
2023-08-01 20:55:00+00:00,4.0,2.316666666666667,3.0,2.3833333333333333,1.0
2023-08-01 21:00:00+00:00,4.0,2.3666666666666667,3.0,2.283333333333333,1.0
2023-08-01 21:05:00+00:00,4.0,2.3666666666666667,3.0,2.25,1.0
2023-08-01 21:10:00+00:00,4.0,2.3666666666666667,3.0,2.25,1.0
2023-08-01 21:15:00+00:00,4.0,2.3666666666666667,2.9666666666666663,2.2166666666666663,1.0
2023-08-01 21:20:00+00:00,4.0,2.1166666666666663,2.9666666666666663,2.1166666666666663,1.0
2023-08-01 21:25:00+00:00,4.0,2.1166666666666663,2.9666666666666663,2.083333333333333,1.0
2023-08-01 21:30:00+00:00,4.0,2.1166666666666663,2.9666666666666663,2.033333333333333,1.0
2023-08-01 21:35:00+00:00,4.0,2.1166666666666663,2.9666666666666663,2.0,1.0
2023-08-01 21:40:00+00:00,4.0,2.1166666666666663,2.9666666666666663,2.0,1.0
2023-08-01 21:45:00+00:00,4.0,2.05,2.9666666666666663,2.0,1.0
2023-08-01 21:50:00+00:00,4.0,2.0,2.9,2.05,1.0
2023-08-01 21:55:00+00:00,4.0,2.0,2.8,2.05,1.0
2023-08-01 22:00:00+00:00,4.0,2.0,2.7,2.05,1.0
2023-08-01 22:05:00+00:00,4.0,2.0,2.6333333333333337,2.05,1.0
2023-08-01 22:10:00+00:00,4.0,2.0,2.5333333333333337,2.05,1.0
2023-08-01 22:15:00+00:00,4.0,2.0,2.5333333333333337,2.05,1.0
2023-08-01 22:20:00+00:00,4.0,2.0,2.5333333333333337,2.05,1.0
2023-08-01 22:25:00+00:00,4.0,2.0,2.4833333333333334,2.083333333333333,1.0
2023-08-01 22:30:00+00:00,4.0,2.15,2.4833333333333334,2.083333333333333,1.0
2023-08-01 22:35:00+00:00,4.0,2.15,2.4833333333333334,2.083333333333333,1.0
2023-08-01 22:40:00+00:00,4.0,2.15,2.55,2.033333333333333,1.0
2023-08-01 22:45:00+00:00,4.0,2.15,2.65,2.033333333333333,1.0
2023-08-01 22:50:00+00:00,4.0,2.15,2.75,2.033333333333333,1.0
2023-08-01 22:55:00+00:00,4.0,2.15,2.85,2.0666666666666664,1.0
2023-08-01 23:00:00+00:00,4.0,2.15,2.95,2.0666666666666664,1.0
2023-08-01 23:05:00+00:00,4.0,2.15,2.95,2.1,1.0
2023-08-01 23:10:00+00:00,4.0,2.15,2.95,2.1,1.0
2023-08-01 23:15:00+00:00,4.0,2.15,3.0,2.066666666666667,1.0
2023-08-01 23:20:00+00:00,4.0,2.0,3.0,2.1166666666666667,1.0
2023-08-01 23:25:00+00:00,4.0,2.0,3.0,2.15,1.0
2023-08-01 23:30:00+00:00,4.0,2.0,3.0,2.15,1.0
2023-08-01 23:35:00+00:00,4.0,2.0,2.95,2.25,1.0
2023-08-01 23:40:00+00:00,4.0,2.0,2.85,2.35,1.0
2023-08-01 23:45:00+00:00,4.0,2.0,2.75,2.4166666666666665,1.0
2023-08-01 23:50:00+00:00,4.0,2.15,2.65,2.5166666666666666,1.0
2023-08-01 23:55:00+00:00,4.0,2.4833333333333334,2.55,2.583333333333333,1.0
2023-08-02 00:00:00+00:00,4.0,2.8833333333333337,2.45,2.6333333333333333,1.0
2023-08-02 00:05:00+00:00,4.0,3.1833333333333336,2.35,2.7333333333333334,1.0
2023-08-02 00:10:00+00:00,4.0,3.7333333333333334,2.25,2.783333333333333,1.0
2023-08-02 00:15:00+00:00,4.0,3.8333333333333335,2.15,2.85,1.0
2023-08-02 00:20:00+00:00,4.0,4.683333333333334,2.05,2.95,1.0
2023-08-02 00:25:00+00:00,4.0,5.45,2.0,2.95,1.0
2023-08-02 00:30:00+00:00,4.0,6.2,2.0,2.95,1.0
2023-08-02 00:35:00+00:00,4.0,6.433333333333333,2.0,2.95,1.0
2023-08-02 00:40:00+00:00,4.0,6.7333333333333325,2.1,2.95,1.0
2023-08-02 00:45:00+00:00,4.0,7.2,2.15,2.95,1.0
2023-08-02 00:50:00+00:00,4.0,7.55,2.2166666666666663,3.0,1.0
2023-08-02 00:55:00+00:00,4.0,7.9833333333333325,2.3166666666666664,3.0,1.0
2023-08-02 01:00:00+00:00,4.0,8.233333333333333,2.4166666666666665,3.0,1.0
2023-08-02 01:05:00+00:00,4.0,8.733333333333333,2.5166666666666666,3.0,1.0
2023-08-02 01:10:00+00:00,4.0,8.483333333333333,2.583333333333333,3.0,1.0
2023-08-02 01:15:00+00:00,4.0,8.45,2.5833333333333335,3.0,1.0
2023-08-02 01:20:00+00:00,4.0,8.35,2.6833333333333336,3.0,1.0
2023-08-02 01:25:00+00:00,4.0,8.783333333333333,2.7833333333333337,3.0,1.0
2023-08-02 01:30:00+00:00,4.0,9.233333333333333,2.7833333333333337,3.0,1.0
2023-08-02 01:35:00+00:00,4.0,9.166666666666666,2.8333333333333335,3.0,1.0
2023-08-02 01:40:00+00:00,4.0,9.066666666666666,2.8666666666666667,3.0,1.0
2023-08-02 01:45:00+00:00,4.0,8.966666666666667,2.8666666666666667,3.0,1.0
2023-08-02 01:50:00+00:00,4.0,8.766666666666667,2.8666666666666667,3.0,1.0
2023-08-02 01:55:00+00:00,4.0,8.733333333333334,2.8666666666666667,3.0,1.0
2023-08-02 02:00:00+00:00,4.0,8.783333333333335,2.9,3.0,1.0
2023-08-02 02:05:00+00:00,4.0,8.85,3.0,3.0,1.0
2023-08-02 02:10:00+00:00,4.0,8.85,3.0,3.0,1.0
2023-08-02 02:15:00+00:00,4.0,8.916666666666668,3.0,3.0,1.0
2023-08-02 02:20:00+00:00,4.0,8.716666666666667,3.0,3.0,1.0
2023-08-02 02:25:00+00:00,4.0,8.816666666666666,3.0,3.0,1.0
2023-08-02 02:30:00+00:00,4.0,8.966666666666665,3.0,3.0,1.0
2023-08-02 02:35:00+00:00,4.0,9.133333333333333,3.0,3.0,1.0
2023-08-02 02:40:00+00:00,4.0,9.333333333333332,3.0,3.0,1.0
2023-08-02 02:45:00+00:00,4.0,9.5,3.0,3.0,1.0
2023-08-02 02:50:00+00:00,4.0,9.6,3.0,3.0,1.0
2023-08-02 02:55:00+00:00,4.0,9.5,3.0,3.066666666666667,1.0
2023-08-02 03:00:00+00:00,4.0,9.8,2.9666666666666663,3.066666666666667,1.0
2023-08-02 03:05:00+00:00,4.0,9.866666666666667,2.9666666666666663,3.066666666666667,1.0
2023-08-02 03:10:00+00:00,4.0,9.866666666666667,2.9666666666666663,3.066666666666667,1.0
2023-08-02 03:15:00+00:00,4.0,9.733333333333334,2.9666666666666663,3.066666666666667,1.0
2023-08-02 03:20:00+00:00,4.0,9.583333333333334,2.9666666666666663,3.066666666666667,1.0
2023-08-02 03:25:00+00:00,4.0,9.616666666666667,2.9666666666666663,3.066666666666667,1.0
2023-08-02 03:30:00+00:00,4.0,9.616666666666667,2.9,3.066666666666667,1.0
2023-08-02 03:35:00+00:00,4.0,9.616666666666665,2.8,3.066666666666667,1.0
2023-08-02 03:40:00+00:00,4.0,9.666666666666666,2.7,3.066666666666667,1.0
2023-08-02 03:45:00+00:00,4.0,9.7,2.6,3.033333333333333,1.0
2023-08-02 03:50:00+00:00,4.0,9.4,2.5333333333333337,3.083333333333333,1.0
2023-08-02 03:55:00+00:00,4.0,9.333333333333332,2.4333333333333336,3.083333333333333,1.0
2023-08-02 04:00:00+00:00,4.0,9.433333333333334,2.3333333333333335,3.1333333333333333,1.0
2023-08-02 04:05:00+00:00,4.0,9.5,2.2333333333333334,3.233333333333333,1.0
2023-08-02 04:10:00+00:00,4.0,9.6,2.1333333333333337,3.233333333333333,1.0
2023-08-02 04:15:00+00:00,4.0,9.566666666666666,2.0333333333333337,3.233333333333333,1.0
2023-08-02 04:20:00+00:00,4.0,9.616666666666667,2.0,3.233333333333333,1.0
2023-08-02 04:25:00+00:00,4.0,9.616666666666667,2.0,3.233333333333333,1.0
